comment,username,nickname,likes,noOfRepliedComments,avatar,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,video_caption,sentiment
aptb...lingkup,@lieahmadipierez,lieahmadipierez ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0fbe7ca5a84746e2d5d9af574904275c~c5_100x100.jpg?x-expires=1677520800&x-signature=pSA2KTcf4y10J9hndggOoTlb9lE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
sepa yg nak kwsp tu..😂,@changvuilung,FabuloEscobar ,0,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0ed323572ebc6a2d95435584639f6d99~c5_100x100.jpg?x-expires=1677520800&x-signature=BqXre7R2SeS0kaIuGprm1bKgsQs%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
rindu zaman najib,@alongizad83us,alongizad83us ,2,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/c869469ea39d2e5e710ecade3e273f81~c5_100x100.jpg?x-expires=1677520800&x-signature=AyMomoRgYS3b23JUIv0N%2BppqysE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",positive
harga barang mahal..kesian lah kat kita yg miskin ni🥺,@sismawar1,Sis Mawar🇲🇾 ,1,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/d40c81ae5d7a972909e385e5b41d2729~c5_100x100.jpg?x-expires=1677520800&x-signature=04ni%2BejVhLst5ZRZj9NpxF%2FsGjE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",neutral
bila dia nak bgtau bila boleh kemaskini btr .. adoiii,@lyteldelisiuss,Delisiuss ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/07c80e4e485999fa7bb8b8d962a3934f~c5_100x100.jpg?x-expires=1677520800&x-signature=SuFzvaRL3mead1fMEpC8cMSJrCQ%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",neutral
nak gaji naik..hrga brg asas diturunkan!,@fiqfitri1,Fiq Fitri25 ,4,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/d051305276f7bca88be635abba3b258c~c5_100x100.jpg?x-expires=1677520800&x-signature=8tUQ%2FIvycNMpFf8hQGM2ValDf8s%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
#kwsp bersasar,@mohdsyahmi46_,mohdsyahmi46_ ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/6cbc9958f00e63c2db5f3351de57baac~c5_100x100.jpg?x-expires=1677520800&x-signature=VhPyyrHLNQ712jyzxDCeh6FMxxo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
semua rakyat tngah tunggu pengeluaran kwsp. benda lain tanak tau.,@wenoplayplay,wasiril ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/2cbc8373b111dc51959fbb3ab79388a2~c5_100x100.jpg?x-expires=1677520800&x-signature=qzgRka%2FAfTyQiX%2Bxdu1DwD8GniI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
luluskan kwsp,@putera.77,Aminbikers ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/a07338c578b243c5ec8d71266bff30f7~c5_100x100.jpg?x-expires=1677520800&x-signature=QtL7IkN6gPZxOix2HuDY0X1BR6w%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
"kalau keluarkan kwsp,golongan yg x ambik kwsp xkan terjejas.sbb ni soal duit sndiri.nak ke xnak,lepak mamak🎶",@rich.motivation.com,BrandonMarvel ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/75baceb5637d5165acb8eb11dba1a5f3~c5_100x100.jpg?x-expires=1677520800&x-signature=JjfmE4l%2BS2AKFyTQCA8HSAmMJxg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
harap turun kan harga barang dan... naik kan gji pekerja swasta.,@ridzkah,Ridzkah Cosmetic ,1,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/5927037b95e56e0235565215d7f8dcc9~c5_100x100.jpg?x-expires=1677520800&x-signature=5uGTOKTD5ITxY4USpJTS0%2BvW27A%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
ado dapek apo 😂,@hasninasir74,HASNI NASIR ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/1ad12d8ad4f9351d138066d37b68b12c~c5_100x100.jpg?x-expires=1677520800&x-signature=ts3PGIlB%2B93kATxhx72nWu691fA%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
Syok Sendiri😂😂😂😂,@izmilizmail,izmilizmail ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/bab10f3aa603fb3648a6651ac6b439ec~c5_100x100.jpg?x-expires=1677520800&x-signature=fVfPL9QyJzVMnNf8dS8VQro84U8%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
"Masih tiada khabar kwsp ni... 🥺 X lama nak sekolah sda, Mudah²an d beri rezki..d beri kn jalan penyelesaian..harap PM dpt membantu tp mmg tiada la ni",@mila19277,Nur Mila 🤍 ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1683514765523970.jpg?x-expires=1677520800&x-signature=qfYPm%2Fl03QDQqQLiLBJgQq9zvMM%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",positive
kwsp,@userq453lzrsxp,James  bond ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1645253152933890.jpg?x-expires=1677520800&x-signature=Ys7KBTBAh6RDI3Neu7LtkSonxD4%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
Kebanyakan rakyat nak keluarkan KWSP sebab keperluan. Tapi bila duit dah masuk dalam bank kedai emas bukan main berderet beratur😅😂,@airaqaisara__,Qaisara ,3,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/cc6bf99bab0cc07a6c1544c0395a1192~c5_100x100.jpg?x-expires=1677520800&x-signature=aGhcXhdKvzlGE38%2ByPOkF%2FVY1Lw%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
nk kwsp pkcik anuar uii 🥺,@ciktin.aziz,cιĸтιn.aziz | racun diracun ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/17159fefa7c6224fd43433ae0e441cd3~c5_100x100.jpg?x-expires=1677520800&x-signature=B8PXSDFViEb9F7G4Dc1Iv%2B1FC3g%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
Harap barang dapur diturun kan.kami perkerja yg gaji kecil terlalu letih dgn harga barangan,@kaklong10,kak long sofie ,1,2,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/61c8afe3c7b308002948856093158f63~c5_100x100.jpg?x-expires=1677520800&x-signature=JZiWKfJrdZs%2BGdgRp8aIGUkCF6M%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
turun kn gaji2 menteri .termasuk gji non..,@11111makaku,mak aku ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/450bb3b45277366dd0479fb7ea928a7c~c5_100x100.jpg?x-expires=1677520800&x-signature=9pxCGqh93c3iCjeqXPqJjvqhgCI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
harap PM luluskan kswp..,@ed_jb01,Ed@jb ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ca8f9b7b3edc993b985e4719b40508ba~c5_100x100.jpg?x-expires=1677520800&x-signature=JHSzgeF7cLM1H3MrXGnsuC4KUmI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
harap elaun pesara dinaikam,@njmhmd1,نجمي حميد ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fb431470967fdbe37d655ce881fbe977~c5_100x100.jpg?x-expires=1677520800&x-signature=zKQSmBTZANYRhhuDrr3eDuKf9%2Fo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
KWSP bersasar le,@qamarina014,qamar ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/62244b89bd67162a2b1ea535e1383f56~c5_100x100.jpg?x-expires=1677520800&x-signature=NqpVHu2E%2Bu15jI%2B6xg378EqLlzg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
kwsp tu bg la..yg bekerja pun klu keluar pun tiap2 bln tetap ada potong caruman kwsp....nak guna utk apa ntah dana kwsp tu yg susah sgt nak luluskan..,@hasidanazimi,hasidanazimi ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7122910023307100186~c5_100x100.jpg?x-expires=1677520800&x-signature=od6p5kzYjcutYFu%2FBCsk3O%2BsW6w%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
"Bismillah...semoga PM10 meluluskn pengeluaran KWSP 2.0 ini ...
#kwspbersasar
#pengeluarankecemasan",@royanaselamat2,Ana Elyana ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0fe33a294c80f805dc8225d8d967678b~c5_100x100.jpg?x-expires=1677520800&x-signature=szESfqpdeHswaQQD1tmszwrGvVo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",positive
minta mintalah RXz turun harga dengan Rokok Jon😅,@andakgee,andakgee ,0,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/8d542634e2ee40ba6e91df5fa3e7b883~c5_100x100.jpg?x-expires=1677520800&x-signature=bUEMllZBBW7CFmhGcfwFSNUKFR4%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",positive
belanjawan nk saman org dia tahu skrg..,@emiamsyar,emiamsyar ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7151228821516058651~c5_100x100.jpg?x-expires=1677520800&x-signature=TRGrdwVqfMKB7iQqpBZrWw2t7i4%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
Bg bantuan.. Yg dpt bantuan yg kje kt singapore.. Yg meniaga tiada rekod dgn LHDN dan tiada SSM..,@nama_saya_cyko,Chiko ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b063cda073af322a36d6435179e15add~c5_100x100.jpg?x-expires=1677520800&x-signature=uzST8ISOtAGtT7RqOxQDaipI%2Fxw%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",positive
nk bantuan tiap2 bulan😂,@semogasuccessnas,nun sin ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/be15be4ce6c07a4f38a2e982d8890bb0~c5_100x100.jpg?x-expires=1677520800&x-signature=g2bJNJACJBg783%2FZY%2BspUcRLR3I%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
🥰🥰 alhamdulilah,@nurulhaidashafiee,Nurul Haida Shafiee ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/daa6ee4ceaf39e23ce0fe7b37ea04b1d~c5_100x100.jpg?x-expires=1677520800&x-signature=krnL0IYHczr2inpbH7faGsrl8Fw%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
turun kan harga barang..betul2 membebankan kami yg bergaji kecil..baru beli keperluan dapur pun payah🥺,@junshop7,jom kongsi rezeki ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/dec6113838d1b4cfad6b44e3890881dd~c5_100x100.jpg?x-expires=1677520800&x-signature=QopK0m0DdJxLmHmiU%2FnQeE163YY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
kwsp bersasar,@nur_fatihah87,Chingpongshop ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0298294645b0939e76d0b620ac8c3292~c5_100x100.jpg?x-expires=1677520800&x-signature=KmxT6bMPH0FZ3lG1XKVpsfqjhdI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",negative
berik bantuan 1000 sebulan,@toddd94,toddd94 ,1,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1677520800&x-signature=CF%2F96kNXTXyNILyYSm7vKX%2F9PIY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203515883119987969,11.3K,909,360,2023-02-25,363.1K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/2dcc61d7018841a181ab951ba9929ffd_1677199776?x-expires=1677448800&x-signature=XGIKm4xKBg5RR6lSBLq%2BgxI9AWA%3D,"Perdana Menteri yang juga Menteri Kewangan, Datuk Seri Anwar Ibrahim, akan membentangkan Belanjawan 2023 Malaysia Madani di Dewan Rakyat #AWANInews ",neutral
